Id,Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
1502,Carmine’s Italian Restaurant - Times Square,200 W 44th StNew York NY 10036,(212) 221-3800,Italian;Venues & Event Spaces;Desserts,11:00 AM,12:00 AM,11:00 AM,11:30 PM,Yes
1503,Caracas Arepa Bar,291 Grand StBrooklyn NY 11211,(718) 218-6050,Venezuelan,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
1504,Spice Symphony,182 Lexington AveNew York NY 10016,(212) 545-7742,Indian;Chinese;Salad,11:00 AM,11:30 PM,11:00 AM,10:30 PM,Yes
1505,Upright Coffee,860 Manhattan AveBrooklyn NY 11222,(718) 215-9910,Coffee & Tea,08:00 AM,06:00 PM,08:00 AM,06:00 PM,Yes
1506,Luke’s Lobster Upper West Side,426 Amsterdam AveNew York NY 10024,(212) 877-8800,Seafood,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
1507,Maharlika,111 1st AveNew York NY 10003,(646) 392-7880,Filipino,11:00 AM,11:30 PM,11:00 AM,10:30 PM,Yes
1508,Trattoria Trecolori,254 W 47th StNew York NY 10036,(212) 997-4540,Italian,12:00 PM,11:00 PM,12:00 PM,10:30 PM,Yes
1509,Bar Goto,245 Eldridge StNew York NY 10002,(212) 475-4411,Cocktail Bars;Japanese,05:00 PM,02:00 AM,05:00 PM,12:00 AM,No
1510,Carroll Place,157 Bleecker StNew York NY 10012,(212) 260-1700,Italian;Wine Bars;Venues & Event Spaces,11:00 AM,04:00 AM,11:00 AM,02:00 AM,Yes
1511,Pio Pio 8,604 10th AveNew York NY 10036,(212) 459-2929,Latin American;Peruvian,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
1512,Emily,919 Fulton StBrooklyn NY 11238,(347) 844-9588,Pizza,05:00 PM,11:30 PM,12:00 PM,11:00 PM,Yes
1513,Arco Cafe,886 Amsterdam AveNew York NY 10025,(212) 665-0033,Italian,11:30 AM,10:30 PM,11:30 AM,10:00 PM,Yes
1514,Joseph Leonard,170 Waverly PlNew York NY 10014,(646) 429-8383,American (New);French,09:00 AM,02:00 AM,09:00 AM,12:00 AM,No
1515,Dekalb Market Hall,445 Albee Square WBasement LevelBrooklyn NY 11201,(929) 359-6555,Food Court,07:00 AM,10:00 PM,07:00 AM,10:00 PM,Yes
1516,Spaghetti Incident,231 Eldridge StNew York NY 10002,(646) 896-1446,Italian,12:00 PM,11:30 PM,12:00 PM,10:30 PM,Yes
1517,Lelabar,422 Hudson StNew York NY 10014,(212) 206-0594,Wine Bars;Lounges,05:00 PM,02:00 AM,04:00 PM,11:30 PM,No
1518,Pilsener Haus & Biergarten,1422 Grand StHoboken NJ 07030,(201) 683-5465,German;Pubs,12:00 PM,02:00 AM,12:00 PM,02:00 AM,Yes
1519,Union Sushi,3630 Union StFlushing NY 11354,(347) 368-4347,Sushi Bars;Japanese,11:00 AM,10:00 PM,CLOSED,CLOSED,No
1520,Garfunkel’s,67 Clinton StNew York NY 10002,(212) 529-6900,Cocktail Bars,12:00 PM,04:00 AM,12:00 PM,02:00 AM,No
1521,Bahari Estiatorio,3114 BroadwayAstoria NY 11106,(718) 204-8968,Greek,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
1522,Luke’s Lobster Midtown East,207 e 43rd stNew York NY 10017,(646) 657-0066,Seafood,11:00 AM,09:00 PM,11:00 AM,09:00 PM,Yes
1523,Da Claudio,21 Ann StNew York NY 10038,(212) 285-2668,Italian;Cocktail Bars,05:00 PM,11:00 PM,05:00 PM,11:00 PM,Yes
1524,Santouka Ramen,595 River RdMitsuwa Market PlaceEdgewater NJ 07020,(201) 941-1004,Ramen;Soup,11:00 AM,08:30 PM,11:00 AM,08:00 PM,No
1525,El Born,651 Manhattan AveBrooklyn NY 11222,(347) 844-9295,Spanish;Wine Bars;Tapas/Small Plates,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
1526,Crescent & Vine,25-03 Ditmars BlvdAstoria NY 11105,(718) 204-4774,Wine Bars,06:00 PM,03:30 AM,06:00 PM,02:30 AM,No
1527,Burgers By Honest Chops,99 Macdougal StNew York NY 10012,(212) 677-2110,Halal;Burgers;Fast Food,12:00 PM,12:00 AM,12:00 PM,10:00 PM,Yes
1528,Terri,60 W 23rd StNew York NY 10010,(212) 647-8810,Sandwiches;Juice Bars & Smoothies;Vegan,08:00 AM,10:00 PM,08:00 AM,10:00 PM,Yes
1529,Bistango,415 3rd AveNew York NY 10016,(212) 725-8484,Italian;Bars;Desserts,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
1530,PN Wood Fired Pizza,2 W 28th StNew York NY 10001,(646) 964-4834,Pizza,05:30 PM,10:00 PM,05:30 PM,10:00 PM,Yes
1531,Santa Panza,1079 BroadwayBrooklyn NY 11221,(347) 413-9695,Bars;Pizza;Italian,12:00 PM,11:30 PM,12:00 PM,11:30 PM,Yes
1532,Pizzeria Giove,278 New Dorp LnStaten Island NY 10306,(347) 286-0635,Italian,11:00 AM,10:30 PM,12:30 PM,10:30 PM,Yes
1533,Totto Ramen,366 W 52nd StNew York NY 10019,(212) 582-0052,Ramen,12:00 PM,12:00 AM,04:00 PM,11:00 PM,No
1534,Le Parisien,163 E 33rd StNew York NY 10016,(212) 889-5489,French,11:00 AM,10:30 PM,11:00 AM,09:00 PM,No
1535,Mad For Chicken,157-18 Northern BlvdFlushing NY 11354,(718) 321-3818,Korean;Chicken Wings;Gastropubs,11:00 AM,02:00 AM,11:00 AM,01:00 AM,Yes
1536,MUD,307 E 9th StNew York NY 10003,(212) 228-9074,Coffee & Tea;Breakfast & Brunch,08:00 AM,12:00 AM,08:00 AM,12:00 AM,Yes
1537,e’s BAR,511 Amsterdam AveNew York NY 10024,(212) 877-0961,Bars;American (Traditional),01:00 PM,02:00 AM,01:00 PM,12:00 AM,No
1538,E Taverna,26-19 23rd AveLong Island City NY 11105,(718) 606-6606,Greek,12:00 PM,11:30 PM,12:00 PM,10:30 PM,Yes
1539,Solid State,53-22 Roosevelt AveWoodside NY 11377,(347) 935-3042,Bars,02:00 PM,04:00 AM,02:00 PM,04:00 AM,No
1540,Van Hook Cheese & Grocery,528 Jersey AveJersey City NJ 07302,(201) 433-2600,Cheese Shops;Grocery;Delis,10:00 AM,08:00 PM,10:00 AM,06:00 PM,No
1541,Saigon Grill & Bar,4521 Ave NBrooklyn NY 11234,(718) 338-8886,Vietnamese;Coffee & Tea;Asian Fusion,11:00 AM,11:00 PM,12:30 PM,10:00 PM,Yes
1542,Sabry’s,2425 Steinway StAstoria NY 11103,(718) 721-9010,Seafood;Middle Eastern,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
1543,Brooklyn Ball Factory,95 Montrose AveBrooklyn NY 11206,(718) 387-5296,Cafes;Asian Fusion,09:00 AM,05:00 PM,09:00 AM,05:00 PM,Yes
1544,Enoteca Maria,27 Hyatt StStaten Island NY 10301,(718) 447-2777,Italian,03:00 PM,10:00 PM,03:00 PM,10:00 PM,No
1545,Aunt Jake’s,151 Mulberry StNew York NY 10013,(347) 769-6873,Italian;Wine Bars;Pasta Shops,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
1546,Tia Pol,205 10th AveNew York NY 10011,(212) 675-8805,Tapas Bars;Spanish,11:00 AM,12:00 AM,11:00 AM,10:30 PM,No
1547,Marcha Cocina East Village,111 Ave CNew York NY 10009,(646) 781-9147,Tapas/Small Plates;Spanish,12:00 PM,12:00 AM,12:00 PM,11:00 PM,Yes
1548,La Sala,3205 Crescent StAstoria NY 11106,(718) 606-6121,Cocktail Bars;Lounges;Wine Bars,05:00 PM,04:00 AM,08:00 PM,02:00 AM,No
1549,Dizengoff NYC,75 9th AveNew York NY 10011,(646) 833-7097,Middle Eastern,11:00 AM,07:00 PM,11:00 AM,07:00 PM,Yes
1550,Rabbithole Restaurant,352 Bedford AveBrooklyn NY 11211,(718) 782-0910,American (New);Breakfast & Brunch,09:00 AM,11:00 PM,09:00 AM,11:00 PM,Yes
1551,Gruppo,98 Ave BNew York NY 10009,(212) 995-2100,Pizza;Italian;Wine Bars,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
1552,Taqueria St. Marks Place,79 St Marks PlNew York NY 10003,(646) 964-5614,Mexican,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
1553,East Wind Snack Shop,471 16th StBrooklyn NY 11215,(929) 295-0188,Dim Sum,12:00 PM,09:00 PM,12:00 PM,09:00 PM,Yes
1554,Pizzeria Sirenetta,568 Amsterdam AveNew York NY 10024,(212) 799-7401,Pizza;Italian;Wine Bars,11:00 AM,10:30 PM,12:00 PM,10:00 PM,Yes
1555,Forlini’s Restaurant,93 Baxter StNew York NY 10013,(212) 349-6779,Italian;Bars,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
1556,Risotteria Melotti NYC,309 E 5th StNew York NY 10003,(646) 755-8939,Italian;Gluten-Free;Wine Bars,11:30 AM,11:30 PM,11:30 AM,11:30 PM,Yes
1557,Ciccio,190 6th AveNew York NY 10013,(646) 476-9498,Italian;Bars,04:30 PM,11:30 PM,04:30 PM,11:00 PM,No
1558,The Grey Dog,242 W 16th StNew York NY 10011,(212) 229-2345,Breakfast & Brunch;American (Traditional);Salad,08:00 AM,10:00 PM,08:00 AM,10:00 PM,Yes
1559,Butcher Bar,37-10 30th AveAstoria NY 11103,(718) 606-8140,Barbeque;Burgers,10:30 AM,12:00 AM,10:30 AM,11:00 PM,Yes
1560,Trattoria Belvedere,165 Lexington AveNew York NY 10016,(212) 684-8805,Italian;Seafood,05:00 PM,11:00 PM,05:00 PM,11:00 PM,Yes
1561,Pelicana Chicken,41-23 162nd StFlushing NY 11358,(718) 460-8282,Korean;Chicken Wings,12:00 PM,02:00 AM,12:00 PM,02:00 AM,Yes
1562,Birch Coffee,21 E 27th StNew York NY 10016,(212) 686-1444,Coffee & Tea,08:00 AM,08:00 PM,08:00 AM,08:00 PM,Yes
1563,Hudson Kebab House,5402 Park AveWest New York NJ 07093,(201) 766-4422,Mediterranean;Turkish;Middle Eastern,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
1564,LuAnne’s Wild Ginger All-Asian Vegan,380 Broome StNew York NY 10013,(212) 966-1883,Vegetarian;Asian Fusion;Vegan,11:30 AM,11:00 PM,12:30 PM,10:30 PM,Yes
1565,Maya Restaurant & Bar,25-94 Steinway StAstoria NY 11103,(718) 255-6838,Indian;Himalayan/Nepalese,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
1566,Macaron Parlour,44 Hester StNew York NY 10009,(212) 387-9169,Bakeries;Macarons;Coffee & Tea,08:30 AM,07:15 PM,08:30 AM,07:15 PM,Yes
1567,Mathews Food & Drink,351 Grove StJersey City NJ 07302,(201) 333-1258,American (New);Bars;Breakfast & Brunch,05:00 PM,01:00 AM,10:00 AM,11:00 PM,Yes
1568,Rabbit House,76 Forsyth StNew York NY 10002,(212) 343-4200,Tapas Bars;Asian Fusion,12:00 PM,12:00 AM,12:00 PM,10:00 PM,Yes
1569,La Tarte Flambee,153 E 33rd StNew York NY 10016,(917) 261-2070,French;German;Bars,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
1570,By Chloe,60 W 22nd StNew York NY 10010,(347) 620-9622,Salad;Burgers;Juice Bars & Smoothies,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
1571,TONCHIN NEW YORK,13 W 36thNew York NY 10018,(646) 692-9912,Ramen,12:00 PM,10:00 PM,12:00 PM,09:00 PM,No
1572,Good Night Sonny,134 1st AveNew York NY 10009,(646) 692-3254,Cocktail Bars;Seafood;Sandwiches,12:00 PM,04:00 AM,12:00 PM,04:00 AM,No
1573,Loui Loui,210 Main StFort Lee NJ 07024,(201) 461-7080,Cajun/Creole;Seafood,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
1574,Nicks Bistro,104-20 Metropolitian AveForest Hills NY 11375,(718) 544-6425,Greek;Falafel;Seafood,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
1575,District Saigon,37-15 BroadwayAstoria NY 11103,(718) 956-0007,Vietnamese;Cocktail Bars,11:00 AM,12:00 AM,11:00 AM,10:00 PM,Yes
1576,Luke’s Lobster The Plaza,The Plaza Food Hall1 W 59th StNew York NY 10019,(646) 755-3227,Seafood,11:00 AM,09:00 PM,11:00 AM,06:00 PM,Yes
1577,Calaca,139 Putnam AveBedford-Stuyvesant NY 11238,(718) 622-0022,Mexican;Bars,02:00 PM,10:00 PM,02:00 PM,10:00 PM,No
1578,The Oneness-Fountain-Heart,157-19 72nd AveFlushing NY 11367,(718) 591-3663,Vegetarian;Vegan;Burgers,11:30 AM,09:30 PM,10:30 AM,09:00 PM,Yes
1579,To Sok Chon,138 W Central BlvdSte BPalisades Park NJ 07650,(201) 482-0910,Korean,10:00 AM,10:30 PM,10:00 AM,10:00 PM,Yes
1580,La Cigogne,215 Union StBrooklyn NY 11231,(718) 858-5641,French;Cocktail Bars,10:00 AM,11:00 PM,10:00 AM,10:00 PM,Yes
1581,Ichabod’s,15 Irving PlNew York NY 10003,(212) 777-5102,American (New);Breakfast & Brunch,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
1582,Soba Noodle Azuma,246 Main StFort Lee NJ 07024,(201) 585-1319,Japanese;Noodles,11:30 AM,09:30 PM,11:30 AM,09:30 PM,Yes
1583,Chive Blossom NYC,394 Bedford AveBrooklyn NY 11249,(718) 576-3571,Pan Asian;Chinese,11:30 AM,11:00 PM,11:30 AM,10:30 PM,Yes
1584,Calle Ocho,45 W 81st StNew York NY 10024,(212) 873-5025,Cuban;Latin American,12:00 PM,11:30 PM,12:00 PM,10:00 PM,Yes
1585,Win Son,159 Graham AveBrooklyn NY 11206,(347) 457-6010,Taiwanese;American (New);Asian Fusion,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
1586,Jadis,42 Rivington StNew York NY 10002,(212) 254-1675,French;Wine Bars,05:00 PM,02:00 AM,05:00 PM,12:00 AM,No
1587,Briciola,370 W 51st StNew York NY 10019,(646) 678-5763,Italian;Wine Bars;Tapas Bars,11:00 AM,01:00 AM,11:00 AM,01:00 AM,No
1588,The Flying Cock Pub,497 3rd AveNew York NY 10016,(212) 689-6900,Pubs;Breakfast & Brunch,11:00 AM,04:00 AM,11:00 AM,04:00 AM,Yes
1589,Friedman’s,132 W 31st StNew York NY 10001,(212) 971-9400,American (New);Gluten-Free;Breakfast & Brunch,08:30 AM,10:00 PM,08:30 AM,09:00 PM,Yes
1590,The Mermaid Inn,96 2nd AveNew York NY 10003,(212) 674-5870,Seafood,04:00 PM,10:30 PM,04:00 PM,10:00 PM,No
1591,Pizzarte,69 W 55th StNew York NY 10019,(212) 247-3936,Pizza;Italian;Gluten-Free,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
1592,Burger Walla,47 Halsey StNewark NJ 07102,(862) 259-2552,Indian;Burgers;American (New),12:00 PM,06:00 PM,CLOSED,CLOSED,Yes
1593,Würstbar,516 Jersey AveJersey City NJ 07302,(201) 479-8396,Beer Bar;Hot Dogs;Poutineries,12:00 PM,02:00 AM,12:00 PM,12:00 AM,Yes
1594,Vic’s,31 Great Jones StNew York NY 10012,(212) 253-5700,Bars;American (New);Italian,10:30 AM,11:30 PM,10:30 AM,05:00 PM,Yes
1595,Forno Pizzeria E Trattoria,52-27 69th StMaspeth NY 11378,(718) 424-1200,Italian;Pizza,01:00 PM,11:00 PM,01:00 PM,09:00 PM,Yes
1596,Nhà Minh,485 Morgan AveBrooklyn NY 11222,(718) 387-7848,Vietnamese;Coffee & Tea;Asian Fusion,10:00 AM,10:00 PM,10:00 AM,09:00 PM,Yes
1597,Le Fond,105 Norman AveBrooklyn NY 11222,(718) 389-6859,French,06:00 PM,10:30 PM,11:00 AM,10:00 PM,Yes
1598,Gyu-Kaku Japanese BBQ,4052 Main StFlushing NY 11354,(347) 542-3653,Barbeque;Japanese,11:30 AM,11:45 PM,11:30 AM,10:45 PM,No
1599,The Up & Up,116 MacDougal StNew York NY 10012,(212) 260-3000,Cocktail Bars,05:00 PM,03:00 AM,05:00 PM,02:00 AM,No
1600,Posto,310 2nd AveNew York NY 10003,(212) 716-1200,Pizza,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
1601,Milk & Honey Cafe,1119 Newkirk AveBrooklyn NY 11230,(718) 513-0441,Coffee & Tea;Desserts;Breakfast & Brunch,07:00 AM,08:00 PM,07:00 AM,08:00 PM,Yes
1602,City Sandwich,649 9th AveNew York NY 10036,(646) 684-3943,Sandwiches,CLOSED,CLOSED,10:00 AM,03:00 PM,Yes
1603,Saggio,829 W 181st StNew York NY 10033,(212) 795-3080,Italian,10:00 AM,12:00 AM,10:00 AM,11:00 PM,Yes
1604,Sushi Gallery,71 Clark StBrooklyn NY 11201,(718) 222-0308,Sushi Bars,03:00 PM,11:00 PM,CLOSED,CLOSED,Yes
1605,The Archer,176 Newark AveJersey City NJ 07302,(201) 309-1090,Cocktail Bars;Tapas/Small Plates,05:00 PM,03:00 AM,05:00 PM,02:00 AM,No
1606,The Crabby Shack,613 Franklin AveBrooklyn NY 11238,(718) 484-1507,Seafood;Tacos,01:00 PM,11:00 PM,01:00 PM,09:00 PM,Yes
1607,Cotenna,21 Bedford StNew York NY 10014,(646) 861-0175,Italian,12:00 PM,01:00 AM,12:00 PM,12:00 AM,Yes
1608,Dark Side of the Moo Cafe,52 Bowers StJersey City NJ 07307,(201) 216-0495,Burgers;Cafes;American (Traditional),11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
1609,El Aguila Dorada Restaurant,830 BroadwayBayonne NJ 07002,(201) 858-0033,Mexican,08:00 AM,11:00 PM,08:00 AM,11:00 PM,Yes
1610,Make Sandwich,135 4th AveNew York NY 10003,(212) 398-2602,Sandwiches,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
1611,Safari Restaurant NYC,219 W 116th StNew York NY 10026,(646) 964-4252,African,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
1612,Brindle Room,277 E 10th StNew York NY 10009,(212) 529-9702,American (New);Bars;Breakfast & Brunch,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
1613,Yokoya,201 Allen StNew York NY 10002,(212) 388-1388,Ramen,12:00 PM,01:00 AM,12:00 PM,10:30 PM,Yes
1614,Oita Sushi,1317A 2nd Ave 69th StNew York NY 10021,(212) 535-0002,Sushi Bars;Japanese,11:00 AM,09:00 PM,CLOSED,CLOSED,Yes
1615,Scottadito Osteria Toscana,788A Union StBrooklyn NY 11215,(718) 636-4800,Italian;Venues & Event Spaces;Breakfast & Brunch,11:00 AM,10:30 PM,11:00 AM,09:30 PM,Yes
1616,Choc O Pain,157 1st StHoboken NJ 07030,(201) 710-5175,Bakeries;Coffee & Tea;French,08:00 AM,07:00 PM,08:00 AM,07:00 PM,Yes
1617,99 Favor Taste,285 Grand StNew York NY 10002,(646) 682-9162,Hot Pot;Barbeque;Asian Fusion,11:00 AM,02:00 AM,11:00 AM,02:00 AM,No
1618,Namaste,1086 River RdEdgewater NJ 07020,(201) 224-8777,Himalayan/Nepalese;Indian;Asian Fusion,12:00 PM,10:30 PM,12:00 PM,10:30 PM,Yes
1619,Da Andrea,35 W 13th StNew York NY 10011,(212) 367-1979,Italian,05:00 PM,11:00 PM,05:00 PM,10:00 PM,Yes
1620,Westville Chelsea,246 W 18th StNew York NY 10011,(212) 924-2223,American (New);Breakfast & Brunch,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
1621,Jane,100 W Houston StNew York NY 10012,(212) 254-7000,Breakfast & Brunch;American (New);Bars,09:00 AM,11:00 PM,09:00 AM,10:00 PM,Yes
1622,Wise Espresso Bar,3120 Coney Island AveBrighton Beach NY 11235,(347) 492-7676,Breakfast & Brunch;Juice Bars & Smoothies;Sandwiches,08:00 AM,11:00 PM,08:00 AM,11:00 PM,Yes
1623,Take31,15 E 31st StNew York NY 10016,(646) 398-9990,Korean;Gastropubs;Cocktail Bars,05:30 PM,01:45 AM,05:30 PM,11:45 PM,Yes
1624,Mahal Kita,184 Havemeyer StBrooklyn NY 11211,(718) 599-1516,Indian;Desserts;Seafood,12:00 PM,11:00 PM,12:00 PM,10:30 PM,Yes
1625,PROOF Coffee Roasters,65 Nassau StNew York NY 10038,(212) 233-3985,Coffee & Tea,09:00 AM,03:00 PM,09:00 AM,03:00 PM,Yes
1626,Latin Beet Kitchen,43 W 24th StNew York NY 10010,(917) 993-7323,Breakfast & Brunch;Latin American;Gluten-Free,CLOSED,CLOSED,CLOSED,CLOSED,Yes
1627,Radegast Hall and Biergarten,113 N 3rd StBrooklyn NY 11249,(718) 963-3973,Pubs;German;Venues & Event Spaces,11:00 AM,03:00 AM,11:00 AM,02:00 AM,Yes
1628,The Thai Elephant,605 Bloomfield AveVerona NJ 07044,(973) 559-3033,Thai;Food Trucks,11:00 AM,10:00 PM,02:00 PM,09:00 PM,Yes
1629,Runner & Stone,285 3rd AveBrooklyn NY 11215,(718) 576-3360,Bakeries;American (New);Bars,08:00 AM,10:00 PM,09:00 AM,09:00 PM,Yes
1630,Dominique Bistro,14 Christopher StNew York NY 10014,(646) 756-4145,Wine Bars;French;Breakfast & Brunch,08:00 AM,01:00 AM,08:00 AM,12:00 AM,Yes
1631,Birch Coffee,134 1/2 E 62nd StNew York NY 10065,(212) 686-1444,Coffee & Tea,06:30 AM,08:00 PM,06:30 AM,08:00 PM,Yes
1632,Samakmak Seafood,772 Westside AveJersey City NJ 07306,(201) 333-3474,Mediterranean;Seafood,11:30 AM,11:00 PM,11:30 AM,11:00 PM,Yes
1633,Aahar Indian Cuisine,10 Murray StNew York NY 10007,(646) 649-3374,Indian,11:30 AM,10:00 PM,11:30 AM,10:00 PM,Yes
1634,Cafe Madeline,1603 Cortelyou RdBrooklyn NY 11226,(718) 941-4020,Breakfast & Brunch;Cafes,07:00 AM,08:00 PM,07:00 AM,08:00 PM,Yes
1635,Eataly,200 5th AveNew York NY 10010,(212) 229-2560,Italian;Grocery;Cafes,09:00 AM,11:00 PM,09:00 AM,11:00 PM,No
1636,The Four Horsemen,295 Grand StWilliamsburg NY 11211,(718) 599-4900,Wine Bars;American (New),01:00 PM,01:00 AM,01:00 PM,01:00 AM,No
1637,Bricolage,162 5th AveBrooklyn NY 11217,(718) 230-1835,Vietnamese;Gastropubs;Cocktail Bars,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
1638,Shangri-La,7400 3rd AveBay Ridge NY 11209,(718) 836-0333,Asian Fusion;Kosher;Vegan,12:00 PM,11:30 PM,12:30 PM,11:00 PM,Yes
1639,Roy’s Fish Market,1138 1st AveNew York NY 10021,(212) 838-3587,Seafood Markets;Sushi Bars,10:00 AM,07:00 PM,10:00 AM,07:00 PM,Yes
1640,La Panineria,1 W 8th StNew York NY 10011,(917) 388-3257,Italian;Sandwiches;Coffee & Tea,09:30 AM,08:00 PM,09:30 AM,08:00 PM,Yes
1641,Doughnut Plant,245 Flatbush AveBrooklyn NY 11217,(212) 505-3700,Donuts;Coffee & Tea,06:30 AM,11:00 PM,06:30 AM,10:00 PM,Yes
1642,Yuca Bar,111 Avenue ANew York NY 10009,(212) 982-9533,Latin American;Tapas Bars;Cocktail Bars,10:00 AM,03:00 AM,10:00 AM,01:00 AM,Yes
1643,Tom’s,782 Washington AveBrooklyn NY 11238,(718) 636-9738,Diners;American (Traditional);Breakfast & Brunch,07:00 AM,09:00 PM,08:00 AM,09:00 PM,Yes
1644,Lobster Joint,1073 Manhattan AveBrooklyn NY 11222,(718) 389-8990,Seafood,11:00 AM,12:00 AM,11:00 AM,12:00 AM,Yes
1645,At the Wallace,3612 BroadwayNew York NY 10031,(212) 234-6896,Sports Bars;American (Traditional);Hot Dogs,12:00 PM,04:00 AM,12:00 PM,04:00 AM,Yes
1646,Le Barricou,533 Grand StBrooklyn NY 11211,(718) 782-7372,Breakfast & Brunch;French;Bars,10:00 AM,11:00 PM,10:00 AM,11:00 PM,Yes
1647,Sweet Scene,35-13 34th AveAstoria NY 11106,(917) 832-7443,Coffee & Tea;Bakeries,10:00 AM,08:00 PM,10:00 AM,05:00 PM,Yes
1648,Avlee Greek Kitchen,349 Smith StBrooklyn NY 11231,(718) 855-5125,Greek;Mediterranean;Desserts,11:00 AM,10:00 PM,11:00 AM,09:00 PM,Yes
1649,8th Street Winecellar,28 W 8th StNew York NY 10011,(212) 260-9463,Wine Bars,04:00 PM,02:00 AM,04:00 PM,02:00 AM,No
1650,Ramen-Ya,181 W 4th StNew York NY 10014,(212) 989-5440,Ramen,12:00 PM,03:00 AM,12:00 PM,12:00 AM,Yes
1651,The Topaz,251 Bushwick AveBrooklyn NY 11206,(347) 770-7217,Bars;Tapas/Small Plates,05:00 PM,04:00 AM,03:00 PM,02:00 AM,No
1652,Mumbai Masala,1768 Amsterdam AveNew York NY 10031,(212) 368-0100,Indian,11:30 AM,10:00 PM,12:00 PM,10:00 PM,Yes
1653,The Grind Shop,360 Communipaw AveJersey City NJ 07304,(201) 547-8377,Coffee & Tea,07:00 AM,07:00 PM,07:00 AM,06:00 PM,Yes
1654,The William,24 E 39th StNew York NY 10016,(855) 692-9455,Hotels,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,No
1655,Proletariat,102 St Marks PlNew York NY 10009,(212) 777-6707,Beer Bar,02:00 PM,02:00 AM,02:00 PM,02:00 AM,No
1656,Da Marcella,142 W Houston StNew York NY 10012,(646) 559-9192,Italian,04:00 PM,11:30 PM,04:00 PM,10:30 PM,Yes
1657,Taboonette,30 E 13th StNew York NY 10003,(212) 510-7881,Mediterranean;Middle Eastern;American (New),10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
1658,Conga Cafe,1218 Kennedy BlvdUnion City NJ 07087,(201) 864-1444,Bars;Latin American,11:00 AM,02:00 AM,11:00 AM,10:00 PM,Yes
1659,Mezetto,161 E Houston StNew York NY 10002,(212) 933-4587,Mediterranean;Seafood;Breakfast & Brunch,10:00 AM,01:30 AM,10:00 AM,04:00 PM,Yes
1660,ZuriLee Restaurant,755 Flatbush AveBrooklyn NY 11226,(718) 513-6084,Pizza;Cocktail Bars,01:00 PM,01:00 AM,01:00 PM,11:00 PM,Yes
1661,The Standing Room,4738 Vernon BlvdLong Island City NY 11101,(347) 309-7666,Comedy Clubs;Cocktail Bars,12:00 PM,02:00 AM,12:00 PM,12:00 AM,No
1662,The Ship,158 Lafayette StNew York NY 10013,(212) 219-8496,Cocktail Bars,06:00 PM,03:00 AM,05:00 PM,01:00 AM,No
1663,Le Pif,465 W 23rd StNew York NY 10011,(212) 229-1700,Wine Bars;Breakfast & Brunch;French,11:00 AM,12:00 AM,11:00 AM,11:30 PM,No
1664,Ugly Baby,407 Smith StBrooklyn NY 11231,(347) 689-3075,Thai;Bars,12:00 PM,10:30 PM,12:00 PM,10:30 PM,Yes
1665,Ahimsa,210 Thompson StNew York NY 10012,(212) 533-7290,Indian;Vegetarian;Kosher,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
1666,Gandhi Fine Indian Cuisine,2032 Bedford AveBrooklyn NY 11226,(718) 282-7012,Indian,11:30 AM,10:00 PM,11:30 AM,09:30 PM,Yes
1667,Pizza Classica,8989 Union TpkeGlendale NY 11385,(718) 847-5001,Pizza;Italian;Bars,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
1668,BlackSea Fish & Grill,95-36 Queens BlvdRego Park NY 11374,(718) 275-7555,Mediterranean;Turkish;Seafood,12:00 PM,11:00 PM,12:00 PM,10:00 PM,Yes
