Name,Address,Phone,Cuisines,Take Out,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time
Baby Grand,161 Lafayette StNew York NY 10013,(212) 219-8110,Karaoke;Lounges,No,7:00 PM,4:00 AM,7:00 PM,12:00 AM
Kings of Kobe,790 9th AveNew York NY 10019,(212) 247-3703,Hot Dogs;Burgers;Breakfast & Brunch,Yes,10:00 AM,12:00 AM,10:00 AM,12:00 AM
SoHo Cigar Bar,32 Watts StNew York NY 10013,(212) 941-1781,Lounges;Cocktail Bars;Tobacco Shops,No,11:00 AM,3:00 AM,11:00 AM,1:00 AM
Chez Moi,135 Atlantic AveBrooklyn NY 11201,(347) 227-8337,French;Desserts;Cocktail Bars,Yes,10:00 AM,1:00 AM,10:00 AM,12:00 AM
Rucola,190 Dean StBrooklyn NY 11217,(718) 576-3209,Italian;Desserts;Diners,No,9:00 AM,12:00 AM,9:00 AM,12:00 AM
Amy Ruth’s,113 W 116th StNew York NY 10026,(212) 280-8779,Southern;Soul Food,Yes,7:30 AM,5:30 AM,7:30 AM,11:00 PM
Nick’s Pizza,1814 2nd AveNew York NY 10128,(212) 987-5700,Italian;Pizza,Yes,11:30 AM,10:00 PM,11:30 AM,10:00 PM
Black Gold Records,461 Court StBrooklyn NY 11231,(347) 227-8227,Coffee & Tea;Vinyl Records;Antiques,Yes,8:00 AM,9:00 PM,8:00 AM,7:00 PM
So Kong Dong,130 Main StFort Lee NJ 07024,(201) 242-0026,Korean,Yes,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Untamed Sandwiches,43 W 39th StNew York NY 10018,(646) 669-9397,Sandwiches;Breakfast & Brunch;Salad,Yes,11:00 AM,5:00 PM,11:00 AM,5:00 PM
Fresco’s Cantina,12-14 31st AveLong Island City NY 11106,(347) 808-7338,Mexican;Latin American;New Mexican Cuisine,Yes,3:00 PM,12:00 AM,12:00 PM,11:00 PM
Baker & Co,259 Bleecker StNew York NY 10014,(212) 255-1234,Italian;Breakfast & Brunch;Wine Bars,Yes,10:30 AM,12:00 AM,10:30 AM,10:30 PM
Lilly’s Craft and Kitchen,675 9th AveNew York NY 10036,(212) 757-0373,Bars;American (New);Breakfast & Brunch,Yes,9:00 AM,4:00 AM,9:00 AM,4:00 AM
Peacefood Cafe,460 Amsterdam AveNew York NY 10024,(212) 362-2266,Vegan;Cafes,Yes,10:00 AM,10:00 PM,10:00 AM,10:00 PM
Wabi Sabi,407 Broad StBloomfield NJ 07003,(973) 680-9222,Japanese;French,Yes,11:30 AM,10:30 PM,CLOSED,CLOSED
Shanghai You Garden,135-33 40th RdFlushing NY 11354,(718) 886-2286,Shanghainese;Dim Sum,Yes,8:00 AM,11:00 PM,8:00 AM,11:00 PM
Mr. Dre’s Kitchen Bar,122-07 15th AveCollege Point NY 11356,(347) 506-0976,Bars;Latin American,Yes,5:00 PM,12:00 AM,12:00 PM,12:00 AM
The Meatball Shop,64 Greenwich AveNew York NY 10011,(212) 982-7815,Italian;American (Traditional),Yes,11:30 AM,1:00 AM,11:30 AM,11:00 PM
Parker & Quinn,64 W 39th StNew York NY 10018,(212) 729-0277,American (New);Bars;Breakfast & Brunch,Yes,7:00 AM,12:00 AM,7:00 AM,11:00 PM
Zen Vegetarian House,773 Flatbush AveBrooklyn NY 11226,(718) 282-2255,Vegetarian;Diners,Yes,11:30 AM,11:30 PM,12:00 PM,10:30 PM
Aita,132 Greene AveBrooklyn NY 11238,(718) 576-3584,Italian,Yes,11:00 AM,11:00 PM,11:00 AM,10:15 PM
Indikitch,940 8th AveNew York NY 10019,(646) 918-7778,Indian,Yes,11:30 AM,9:00 PM,11:30 AM,9:00 PM
Astoria Craft,1801 26th RdAstoria NY 11102,(718) 278-4300,Bars;American (Traditional);Pizza,Yes,11:00 AM,4:00 AM,11:00 AM,2:00 AM
George Keeley,485 Amsterdam AveNew York NY 10024,(212) 873-0251,Pubs;American (Traditional);Sports Bars,Yes,12:00 PM,4:00 AM,12:00 PM,4:00 AM
Mille-Feuille Bakery,552 Laguardia PlNew York NY 10012,(212) 533-4698,Bakeries;Desserts;Coffee & Tea,Yes,8:30 AM,7:00 PM,8:30 AM,7:00 PM
Mom’s Kitchen & Bar,33-01 31st AveAstoria NY 11102,(718) 267-0142,Bars;American (Traditional);Breakfast & Brunch,Yes,9:00 AM,1:00 AM,9:00 AM,12:00 AM
Pig and Khao,68 Clinton StNew York NY 10002,(347) 704-2398,Filipino;Thai;Asian Fusion,No,11:00 AM,12:00 AM,11:00 AM,10:00 PM
The Immigrant,341 E 9th StNew York NY 10003,(646) 308-1724,Wine Bars,No,12:00 PM,2:00 AM,12:00 PM,1:00 AM
I Love Paraguay,43-16 Greenpoint AveSunnyside NY 11104,(718) 786-5534,Latin American;Bakeries,Yes,9:00 AM,11:00 PM,9:00 AM,10:00 PM
Little Sheep Mongolian Hot Pot,136-59 37th AveFlushing NY 11354,(718) 762-8881,Chinese;Mongolian;Hot Pot,No,12:00 PM,10:30 PM,12:00 PM,10:00 PM
Junior’s Cheesecake,1515 BroadwayNew York NY 10036,(212) 302-2000,American (Traditional);Breakfast & Brunch;Delis,Yes,6:30 AM,1:00 AM,6:30 AM,11:00 PM
Buttermilk Channel,524 Court StBrooklyn NY 11231,(718) 852-8490,American (New);Breakfast & Brunch,No,10:00 AM,11:30 PM,10:00 AM,10:00 PM
Hansol Nutrition Center,160-26 Northern BlvdFlushing NY 11358,(718) 888-0200,Korean,Yes,10:00 AM,12:00 AM,10:00 AM,11:30 PM
Domaine Wine Bar,50-04 Vernon BlvdLong Island City NY 11101,(718) 784-2350,Wine Bars;Jazz & Blues,No,4:30 PM,2:00 AM,4:30 PM,1:00 AM
Happy Bones NYC,394 Broome StNew York NY 10013,(212) 673-3754,Coffee & Tea,Yes,8:00 AM,7:00 PM,8:00 AM,7:00 PM
Yakiniku West,218 E 9th StNew York NY 10003,(212) 979-9238,Japanese;Barbeque,No,3:00 PM,11:30 PM,3:00 PM,10:30 PM
Pizza Moto,338 Hamilton AveBrooklyn NY 11231,(718) 834-6686,Pizza,Yes,5:30 PM,11:00 PM,5:30 PM,10:30 PM
Coppelia,207 W 14th StNew York NY 10011,(212) 858-5001,Cuban,Yes,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS,OPEN 24 HOURS
Quantum Leap,226 Thompson StNew York NY 10012,(212) 677-8050,Vegetarian;Vegan,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Piccolo Angolo Restaurant,621 Hudson StNew York NY 10014,(212) 229-9177,Italian,Yes,5:00 PM,11:30 PM,5:00 PM,10:00 PM
Bali Kitchen,128 E 4th StNew York NY 10003,(646) 678-4784,Indonesian;Vegan;Vegetarian,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Korzo,667 5th AveBrooklyn NY 11215,(718) 499-1199,Modern European;Burgers,Yes,11:00 AM,11:30 PM,11:00 AM,11:00 PM
Cookshop,156 10th AveNew York NY 10011,(212) 924-4440,American (New);Breakfast & Brunch;Wine Bars,Yes,10:00 AM,11:00 PM,10:00 AM,10:00 PM
Upright Brew House,547 Hudson StNew York NY 10014,(212) 810-9944,Bars;Gastropubs,Yes,12:00 PM,2:00 AM,12:00 PM,12:00 AM
Piccola Cucina Osteria,196 Spring StNew York NY 10012,(646) 478-7488,Italian,Yes,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Hell’s Kitchen,754 9th AveNew York NY 10019,(212) 977-1588,Mexican;Cocktail Bars,Yes,5:00 PM,12:00 AM,5:00 PM,11:00 PM
Testo,141 Leonard StBrooklyn NY 11206,(718) 388-4810,Italian;Gluten-Free;Breakfast & Brunch,Yes,11:00 AM,11:00 PM,11:00 AM,10:30 PM
Nurnberger Bierhaus,817 Castleton AveStaten Island NY 10310,(718) 816-7461,German;Bars,Yes,11:00 AM,2:00 AM,12:00 PM,2:00 AM
Dianne & Elisabeth,644 10th AveNew York NY 10036,(212) 247-3039,Wine Bars;Tapas/Small Plates,No,11:00 AM,1:00 AM,11:00 AM,12:00 AM
Abyssinia Ethiopian Restaurant,268 W 135th StNew York NY 10030,(212) 281-2673,Ethiopian,Yes,11:00 AM,10:00 PM,11:00 AM,10:00 PM
Gregory’s 26 Corner Taverna,2602 23rd AveAstoria NY 11105,(718) 777-5511,Greek,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Tino’s Delicatessen,2410 Arthur AveBronx NY 10458,(718) 733-9879,Delis;Cheese Shops,Yes,6:30 AM,7:30 PM,6:30 AM,7:30 PM
Tsurutontan Udon Noodle Brasserie,21 E 16th StNew York NY 10003,(212) 989-1000,Japanese;Noodles;Soup,No,12:00 PM,10:30 PM,12:00 PM,9:30 PM
The Cliff,38 Congress StJersey City NJ 07307,(201) 626-4046,Breakfast & Brunch;American (Traditional);Scandinavian,Yes,8:00 AM,4:00 PM,8:00 AM,4:00 PM
Sukhumvit 51,224 E 51st StNew York NY 10022,(212) 888-8894,Thai,Yes,12:00 PM,11:00 PM,12:00 PM,10:30 PM
Miriam,79 5th AveBrooklyn NY 11217,(718) 622-2250,Wine Bars;Mediterranean;Breakfast & Brunch,Yes,10:00 AM,11:30 PM,10:00 AM,10:00 PM
Martha’s Country Bakery,70-28 Austin StForest Hills NY 11375,(718) 544-0088,Bakeries;Coffee & Tea;Desserts,Yes,6:00 AM,1:00 AM,6:00 AM,12:00 AM
Charlie’s Bar & Kitchen,112 Lincoln AveBronx NY 10454,(718) 684-2338,American (New);Bars;Southern,Yes,11:00 AM,11:00 PM,11:00 AM,9:00 PM
Tavola,488 9th AveNew York NY 10018,(212) 273-1181,Italian;Pizza;Wine Bars,Yes,2:00 PM,11:00 PM,2:00 PM,11:00 PM
Suffolk Arms,269 Houston StNew York NY 10002,(212) 475-0400,Cocktail Bars;Breakfast & Brunch;Gastropubs,Yes,11:00 AM,4:00 AM,11:00 AM,12:00 AM
OK Cafe,22-04 33rd StAstoria NY 11105,(718) 440-8789,Coffee & Tea;Bakeries,Yes,8:00 AM,9:00 PM,8:00 AM,9:00 PM
Jimmy’s Diner,577 Union AveBrooklyn NY 11211,(718) 218-7174,Diners;Breakfast & Brunch;Comfort Food,Yes,9:00 AM,12:00 AM,9:00 AM,10:00 PM
sweetgreen,1164 BroadwayNew York NY 10001,(646) 449-8884,Salad;Vegetarian,Yes,10:30 AM,10:00 PM,10:30 AM,10:00 PM
Freda’s Caribbean & Soul Cuisine,993 Columbus AveNew York NY 10025,(929) 267-4459,Caribbean;Soul Food,Yes,12:00 PM,10:00 PM,12:00 PM,10:00 PM
Gogi Grill - Hoboken,79 Hudson StHoboken NJ 07030,(201) 792-4504,Korean;Asian Fusion;Fast Food,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Ted’s Corner Tavern,523 3rd AveNew York NY 10016,(212) 689-2676,Cocktail Bars;Mediterranean,No,5:30 PM,4:00 AM,4:00 PM,2:00 AM
The Cast Iron Pot,356 Bergen BlvdFairview NJ 07022,(201) 840-1870,Korean;Buffets;Barbeque,No,11:30 AM,2:00 AM,11:30 AM,12:00 AM
CajunSea & Oyster Bar,32 W 33rd StNew York NY 10001,(212) 564-7333,Cajun/Creole;Seafood;Breakfast & Brunch,Yes,11:30 AM,12:00 AM,11:30 AM,12:00 AM
Rasa,25 W 8th StNew York NY 10011,(212) 254-1888,Malaysian;Sushi Bars;Halal,Yes,12:30 PM,11:00 PM,12:00 PM,10:30 PM
Vin et Fleurs,69 Thompson StNew York NY 10012,(212) 431-3335,Wine Bars;French;Breakfast & Brunch,Yes,10:30 AM,12:00 AM,10:30 AM,12:00 AM
The Lowery Bar & Kitchen,43-02 43rd AveSunnyside NY 11104,(929) 208-0054,American (New);Cocktail Bars;Sports Bars,Yes,11:00 AM,4:00 AM,11:00 AM,4:00 AM
Butcher Bar,146 Orchard StNew York NY 10002,(212) 842-8000,Barbeque;Steakhouses;Burgers,Yes,11:30 AM,2:00 AM,11:30 AM,2:00 AM
Sushi by Bou,132 W 47th StNew York NY 10036,(917) 348-5737,Sushi Bars;Japanese,No,5:00 PM,10:00 PM,CLOSED,CLOSED
Loi Estiatorio,132 W 58th StNew York NY 10019,(212) 713-0015,Greek;Mediterranean,Yes,5:00 PM,11:00 PM,CLOSED,CLOSED
Trattoria L’incontro,21-76 31st StAstoria NY 11105,(929) 376-5190,Italian;Pizza;Salad,Yes,12:00 PM,11:00 PM,1:00 PM,10:00 PM
L’Artusi,228 W 10th StNew York NY 10014,(212) 255-5757,Italian,No,5:30 PM,12:00 AM,11:00 AM,11:00 PM
Bin 5,1233 Bay StStaten Island NY 10305,(718) 448-7275,Italian;Cocktail Bars,Yes,3:00 PM,11:00 PM,2:00 PM,9:00 PM
Traif,229 S 4th StBrooklyn NY 11211,(347) 844-9578,American (New);Tapas/Small Plates,No,6:00 PM,12:00 AM,6:00 PM,11:00 PM
Club A Steakhouse,240 E 58th StNew York NY 10022,(212) 688-4190,Steakhouses,Yes,5:00 PM,10:00 PM,CLOSED,CLOSED
Gaijin,37-12 31st AveAstoria NY 11103,(929) 328-2890,Japanese;Seafood;Sushi Bars,No,5:00 PM,11:00 PM,CLOSED,CLOSED
DeStefano’s Steakhouse,89 Conselyea StBrooklyn NY 11211,(718) 384-2836,Steakhouses;Breakfast & Brunch;Coffee & Tea,Yes,5:00 AM,10:00 PM,10:30 AM,10:00 PM
Il Falco,21-50 44th DrLong Island City NY 11101,(718) 707-0009,Italian;Venues & Event Spaces;Wine Bars,Yes,5:00 PM,11:00 PM,4:00 PM,9:30 PM
Avant Garden,130 E 7th StNew York NY 10009,(646) 922-7948,American (New);Vegan;Vegetarian,No,5:00 PM,11:45 PM,5:00 PM,10:45 PM
Rahi,60 Greenwich AveNew York NY 10011,(212) 373-8900,Indian;Breakfast & Brunch;Cocktail Bars,Yes,11:00 AM,12:00 AM,11:00 AM,11:00 PM
Tastings Social Presents Mountain Bird,251 E 110th StNew York NY 10029,(212) 744-4422,French,No,12:00 PM,10:00 PM,12:00 PM,9:00 PM
Pylos,128 E 7th StNew York NY 10009,(212) 473-0220,Greek,Yes,11:30 AM,1:00 AM,11:30 AM,12:00 AM
The Greek,458 Greenwich StNew York NY 10013,(646) 476-3941,Greek;Mediterranean;Cocktail Bars,Yes,11:30 AM,12:00 AM,11:30 AM,10:30 PM
La Sirene,558 Broome StNew York NY 10013,(212) 925-3061,French,No,5:00 PM,11:30 PM,5:00 PM,10:00 PM
Xixa,241 S 4th StBrooklyn NY 11211,(718) 388-8860,Mexican;Tapas/Small Plates,No,6:00 PM,12:00 AM,6:00 PM,11:00 PM
Nerai,55 E 54th StNew York NY 10022,(212) 759-5554,Greek;Mediterranean;Wine Bars,Yes,5:30 PM,10:30 PM,5:00 PM,9:00 PM
The Flatiron Room,37 W 26th StNew York NY 10010,(212) 725-3860,Lounges;Jazz & Blues;American (Traditional),No,5:00 PM,2:00 AM,5:00 PM,12:00 AM
Scarpetta,88 Madison AveNew York NY 10016,(212) 691-0555,Italian,No,5:00 PM,11:00 PM,5:00 PM,10:00 PM
The Eddy,342 E 6th StNew York NY 10003,(646) 895-9884,American (New);Cocktail Bars;Wine Bars,No,5:30 PM,1:00 AM,5:30 PM,12:00 AM
The Cuban Restaurant and Bar,333 Washington StHoboken NJ 07030,(201) 795-9899,Cuban;Latin American,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Blue Ribbon Brasserie - SoHo,97 Sullivan StNew York NY 10012,(212) 274-0404,American (Traditional);Cocktail Bars,Yes,4:00 PM,4:00 AM,4:00 PM,4:00 AM
Boucherie - West Village,99 7th Ave SNew York NY 10014,(212) 837-1616,French;Cocktail Bars;Steakhouses,Yes,11:00 AM,1:00 AM,11:00 AM,12:00 AM
4 Charles Prime Rib,4 Charles StNew York NY 10014,(212) 561-5992,Steakhouses;Seafood;Cocktail Bars,No,5:00 PM,12:00 AM,5:00 PM,12:00 AM
Aquagrill,210 Spring StNew York NY 10012,(212) 274-0505,Seafood;American (New),Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Sakagura,211 E 43rd StNew York NY 10017,(212) 953-7253,Japanese,No,6:00 PM,12:30 AM,6:00 PM,10:30 PM
Taureau,558 Broome StNew York NY 10013,(212) 228-2222,Fondue;French,No,5:00 PM,11:30 PM,5:00 PM,10:30 PM
The NoMad Restaurant,1170 BroadwayNew York NY 10001,(347) 472-5660,French;American (New);Gastropubs,No,7:00 AM,2:00 AM,7:00 AM,10:00 PM
Belle Harlem,2363 Adam Clayton Powell BlvdNew York NY 10030,(347) 819-4076,American (New);Southern;Comfort Food,No,6:00 PM,11:00 PM,CLOSED,CLOSED
Flex Mussels,174 E 82nd StNew York NY 10028,(212) 717-7772,Seafood;Desserts;Belgian,Yes,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Marc Forgione,134 Reade StNew York NY 10013,(212) 941-9401,American (New),No,5:00 PM,11:00 PM,11:00 AM,10:00 PM
K Rico,772 9th AveNew York NY 10019,(212) 757-9393,Bars;Steakhouses;Breakfast & Brunch,No,10:00 AM,12:00 AM,10:00 AM,12:00 AM
K Rico,772 9th AveNew York NY 10019,(212) 757-9393,Bars;Steakhouses;Breakfast & Brunch,No,10:00 AM,12:00 AM,10:00 AM,12:00 AM
The Sea Fire Grill,158 E 48th StNew York NY 10017,(212) 935-3785,Seafood;Steakhouses;Bars,Yes,5:00 PM,10:30 PM,5:00 PM,10:30 PM
Takashi,456 Hudson StNew York NY 10014,(212) 414-2929,Japanese;Korean;Barbeque,No,5:30 PM,11:00 PM,5:00 PM,10:30 PM
ABC Kitchen,35 E 18th StNew York NY 10003,(212) 475-5829,American (New);French,No,11:00 AM,11:30 PM,11:00 AM,10:00 PM
Meet The Meat,2392 21st StAstoria NY 11105,(917) 832-7984,Steakhouses,Yes,4:00 PM,11:00 PM,4:00 PM,9:45 PM
Zenkichi,77 N 6th StBrooklyn NY 11249,(718) 388-8985,Japanese,No,6:00 PM,12:00 AM,5:30 PM,11:30 PM
Buddakan,75 9th AveNew York NY 10011,(212) 989-6699,Chinese;Bars;Asian Fusion,Yes,5:00 PM,1:00 AM,5:00 PM,11:00 PM
Rocco Steakhouse,72 Madison AveNew York NY 10016,(212) 696-9660,American (Traditional);Steakhouses;Seafood,Yes,11:00 AM,11:00 PM,11:00 AM,10:30 PM
BlackTail,22 Battery PlFl 2 Pier ANew York NY 10004,(212) 785-0153,Cuban;Cocktail Bars,No,5:00 PM,2:00 AM,5:00 PM,2:00 AM
The NoMad Bar,10 W 28th StThe NoMad HotelNew York NY 10001,(212) 796-1500,Cocktail Bars,No,5:00 PM,2:00 AM,5:00 PM,10:30 PM
Pepolino Restaurant,281 W BroadwayNew York NY 10013,(212) 966-9983,Italian,Yes,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Candle 79,154 E 79th StNew York NY 10075,(212) 537-7179,Vegetarian;Vegan;Gluten-Free,Yes,12:00 PM,10:30 PM,12:00 PM,10:00 PM
Blossom,187 9th AveNew York NY 10011,(212) 627-1144,Vegetarian;Vegan,Yes,12:00 PM,10:00 PM,12:00 PM,9:00 PM
DOMODOMO,138 W Houston StNew York NY 10012,(646) 707-0301,Japanese;Sushi Bars,No,5:30 PM,11:00 PM,5:00 PM,9:30 PM
Pearl Oyster Bar,18 Cornelia StNew York NY 10014,(212) 691-8211,Seafood;Wine Bars;Tapas/Small Plates,Yes,12:00 PM,11:00 PM,CLOSED,CLOSED
The Musket Room,265 Elizabeth StNew York NY 10012,(212) 219-0764,American (New);Cocktail Bars,No,5:00 PM,11:00 PM,5:00 PM,10:00 PM
L’Antagoniste,238 Malcolm X BlvdBedford-Stuyvesant NY 11221,(917) 966-5300,French;Breakfast & Brunch;Wine Bars,Yes,11:00 AM,11:00 PM,11:00 AM,10:00 PM
The Little Owl,90 Bedford StNew York NY 10014,(212) 741-4695,Desserts;Wine Bars;Mediterranean,Yes,9:00 AM,11:00 PM,9:00 AM,11:00 PM
Pulperia Hell’s Kitchen,371 W 46th StNew York NY 10036,(212) 960-3176,Latin American;Seafood;Bars,Yes,12:00 PM,12:00 AM,12:00 PM,11:00 PM
Ki Sushi,282 Flatbush AveBrooklyn NY 11217,(718) 230-1381,Japanese;Sushi Bars,Yes,12:30 PM,11:30 PM,5:30 PM,10:30 PM
Rafele Ristorante,29 7th Ave SNew York NY 10014,(212) 242-1999,Italian,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
VITAE,4 E 46th StNew York NY 10017,(212) 682-3562,American (New);Bars,Yes,5:00 PM,10:00 PM,CLOSED,CLOSED
Maiella,4610 Center BlvdLong Island City NY 11109,(718) 606-1770,Italian;Seafood;Breakfast & Brunch,No,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Covina,127 E 27th StNew York NY 10016,(212) 204-0225,American (New);Bars;Cafes,No,7:30 AM,11:00 PM,7:30 AM,10:00 PM
Antica Ristorante,8 Stone StNew York NY 10004,(212) 480-3880,Italian,Yes,12:00 PM,11:00 PM,12:00 PM,11:00 PM
Tuome,536 E 5th StNew York NY 10009,(646) 833-7811,American (New);Chinese,No,6:00 PM,11:00 PM,CLOSED,CLOSED
Loring Place,21 W 8th StNew York NY 10011,(212) 388-1831,American (New),No,11:00 AM,11:00 PM,11:00 AM,9:45 PM
Allora Ristorante,145 E 47th StNew York NY 10017,(212) 754-9800,Italian;Bars,Yes,7:00 AM,11:00 PM,7:00 AM,11:00 PM
Balvanera,152 Stanton StNew York NY 10002,(212) 533-3348,Argentine,Yes,11:30 AM,12:00 AM,11:30 AM,10:00 PM
Minetta Tavern,113 Macdougal StNew York NY 10012,(212) 475-3850,French;American (New);Breakfast & Brunch,No,11:00 AM,1:00 AM,11:00 AM,12:00 AM
Salinas,136 9th AveNew York NY 10011,(212) 776-1990,Spanish;Bars,No,5:30 PM,11:00 PM,6:00 PM,10:00 PM
Porteno Restaurant,299 10th AveNew York NY 10001,(212) 695-9694,Argentine,Yes,4:30 PM,11:00 PM,4:30 PM,10:30 PM
Kang Ho Dong Baekjeong,152-12 Northern BlvdFlushing NY 11354,(718) 886-8645,Korean;Barbeque;Bars,No,11:30 AM,3:00 AM,11:30 AM,3:00 AM
Boqueria - Upper Eat Side,1460 2nd AveNew York NY 10075,(646) 845-9060,Tapas/Small Plates;Spanish;Tapas Bars,Yes,10:30 AM,11:30 PM,10:30 AM,10:30 PM
Print,653 11th AveNew York NY 10036,(212) 757-2224,American (New),No,7:00 AM,11:00 PM,7:00 AM,9:30 PM
Oiji,119 1st AveNew York NY 10003,(646) 767-9050,Korean,No,6:00 PM,11:30 PM,5:00 PM,10:00 PM
Basso56,234 W 56th StNew York NY 10019,(212) 265-2610,Italian;Wine Bars;Desserts,Yes,12:00 PM,10:30 PM,4:00 PM,10:00 PM
Timna,109 St Marks PlNew York NY 10009,(646) 964-5181,Mediterranean;Middle Eastern;Bars,No,11:00 AM,11:00 PM,11:00 AM,3:30 PM
Palma,28 Cornelia StNew York NY 10014,(212) 691-2223,Italian,No,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Raoul’s Restaurant,180 Prince StNew York NY 10012,(212) 966-3518,French,No,11:30 AM,1:00 AM,11:30 AM,12:00 AM
Bar SixtyFive,30 Rockefeller PlzFl 65New York NY 10112,(212) 632-5000,Cocktail Bars;Venues & Event Spaces;American (New),No,CLOSED,CLOSED,4:00 PM,9:00 PM
Rainbow Room,30 Rockefeller PlzFl 65New York NY 10112,(212) 632-5000,American (New);Venues & Event Spaces,No,CLOSED,CLOSED,12:00 PM,5:00 PM
Flex Mussels,154 W 13th StNew York NY 10011,(212) 229-0222,Seafood;Bars,Yes,11:30 AM,11:00 PM,11:30 AM,10:00 PM
Pouring Ribbons,225 Ave BFl 2New York NY 10009,(917) 656-6788,Lounges;Cocktail Bars,No,6:00 PM,2:00 AM,6:00 PM,2:00 AM
Compagnie des Vins Surnaturels,249 Ctr StNew York NY 10013,(212) 343-3660,Wine Bars;French;American (New),No,3:00 PM,2:00 AM,3:00 PM,1:00 AM
Market Table,54 Carmine StNew York NY 10014,(212) 255-2100,American (New);Wine Bars,Yes,10:00 AM,12:00 AM,10:00 AM,10:00 PM
ilili,236 5th AveNew York NY 10001,(212) 683-2929,Mediterranean;Lebanese;Cocktail Bars,Yes,12:00 PM,11:30 PM,11:00 AM,10:30 PM
Vetro Restaurant & Lounge,16449 Crossbay BlvdHoward Beach NY 11414,(718) 843-8387,Italian;Lounges,No,12:00 PM,1:00 AM,11:00 AM,9:00 PM
The Milling Room,446 Columbus AveNew York NY 10024,(212) 595-0380,American (New);Wine Bars;Cocktail Bars,Yes,5:00 PM,12:00 AM,5:00 PM,10:00 PM
Almayass Restaurant NYC,24 E 21st StNew York NY 10010,(212) 473-3100,Mediterranean;Armenian;Lebanese,Yes,12:00 PM,11:00 PM,12:00 PM,10:30 PM
Hatsuhana Sushi Restaurant,17 E 48th StNew York NY 10017,(212) 355-3345,Japanese;Sushi Bars,Yes,5:00 PM,10:00 PM,CLOSED,CLOSED
Barano,26 BroadwayBrooklyn NY 11249,(347) 987-4500,Pizza;Italian;Pasta Shops,Yes,5:00 PM,12:00 AM,11:30 AM,10:00 PM
Decoy,529 Hudson StNew York NY 10014,(212) 691-9700,Chinese;Bars,No,5:00 PM,2:00 AM,5:00 PM,12:00 AM
Gyu-Kaku Japanese BBQ,34 Cooper SqNew York NY 10003,(212) 475-2989,Japanese;Barbeque,Yes,11:30 AM,12:00 AM,11:30 AM,10:00 PM
Wallflower,235 W 12th StNew York NY 10014,(646) 682-9842,American (New),No,5:30 PM,1:00 AM,5:30 PM,12:00 AM
Gato,324 Lafayette StNew York NY 10012,(212) 334-6400,Mediterranean;Spanish;Bars,No,5:00 PM,11:00 PM,5:00 PM,10:30 PM
Maison Premiere,298 Bedford AveBrooklyn NY 11249,(347) 335-0446,Seafood;Bars;American (Traditional),No,11:00 AM,4:00 AM,11:00 AM,2:00 AM
Battersby,255 Smith StBrooklyn NY 11231,(718) 852-8321,American (New),No,5:30 PM,11:00 PM,5:30 PM,10:00 PM
Lupa,170 Thompson StNew York NY 10012,(212) 982-5089,Italian;American (New),No,11:30 AM,12:00 AM,11:30 AM,11:00 PM
Yakiniku Futago,37 W 17th StNew York NY 10011,(212) 620-0225,Japanese;Barbeque;Steakhouses,No,12:00 PM,11:00 PM,5:00 PM,11:00 PM
Gallaghers Steakhouse,228 West 52nd StNew York NY 10019,(929) 223-6684,Steakhouses;Seafood;American (Traditional),No,11:45 AM,11:30 PM,11:45 AM,10:30 PM
Little Branch,22 7th Ave SNew York NY 10014,(212) 929-4360,Lounges;Cocktail Bars,No,7:00 PM,3:00 AM,7:00 PM,2:00 AM
Union Square Café,101 E 19th StNew York NY 10003,(212) 243-4020,American (New);Cafes;Bars,No,11:00 AM,11:00 PM,11:00 AM,10:00 PM
Park Side Restaurant,107-01 Corona AveCorona NY 11368,(718) 271-9871,Italian,Yes,12:00 PM,11:30 PM,12:30 PM,10:00 PM
Hillstone Restaurant,153 E 53rd StNew York NY 10022,(212) 888-3828,Jazz & Blues;American (New);Sushi Bars,Yes,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Balthazar Restaurant,80 Spring StNew York NY 10012,(212) 965-1414,French;Breakfast & Brunch,Yes,8:00 AM,12:00 AM,8:00 AM,12:00 AM
Hillstone Restaurant,378 Park Ave SNew York NY 10010,(212) 689-1090,American (New);Sushi Bars,No,12:00 PM,11:00 PM,12:00 PM,10:00 PM
Ocean Prime,123 W 52nd StNew York NY 10019,(212) 956-1404,Seafood;Steakhouses;American (New),No,5:00 PM,10:00 PM,5:00 PM,9:00 PM
Blue Ribbon Sushi,119 Sullivan StNew York NY 10012,(212) 343-0404,Sushi Bars;Japanese,Yes,12:00 PM,2:00 AM,12:00 PM,2:00 AM
